name,latitude,longitude,address
奈良屋公民館,33.59895821405117, 130.40704757791116,福岡市博多区奈良屋町1-6
博多小学校,33.59947939494352, 130.40636673558222,福岡市博多区奈良屋町1-38
冷泉公園,33.594580631581714, 130.40876343558222,福岡市博多区上川端町7
旧冷泉小学校,33.59432055343991, 130.40975965092434,福岡市博多区上川端町6-38
出来町公園,33.59363621621532, 130.41708699907562,福岡市博多区博多駅前1丁目10番
博多中学校,33.598128307282295, 130.40137867975992,福岡市博多区対馬小路13-40
大浜公民館・老人いこいの家,33.60285490779225, 130.40823280674675,福岡市博多区下呉服町10-15
大浜公園,33.60246017239207, 130.4090599355822,福岡市博多区下呉服町10
福岡サンパレス（前広場）,33.604073421056555, 130.40209624907564,福岡市博多区築港本町2-1
